"gene"	"Mean_cloneA"	"Mean_cloneB_del7"	"log2fc"	"ExpressingCells_cloneA"	"nCells_cloneA"	"nCells_cloneB_del7"	"ExpressingCells_cloneB_del7"	"ExpressingFraction_cloneA"	"ExpressingFraction_cloneB_del7"	"chisq.test.p"	"fisher.test.p"	"wilcoxon"	"combined.fisher"	"p.adjusted"	"class"	"Name"
"CANT1"	"CANT1"	0.153614100176166	0.236269040701084	0.082654940524918	584	248	25	20	0.0428082191780822	0.0806451612903226	0.0413974527582617	0.0427829273316659	0.0315952862555206	0.0102818169276479	0.0466302119817273	"NA"	NA
"VEZF1"	"VEZF1"	0.466123614098217	0.607955796717356	0.141832182619139	584	248	90	54	0.154109589041096	0.217741935483871	0.0340881374813917	0.0350349248283301	0.0386845883489694	0.0103054154845734	0.0467199199219119	"NA"	NA
"CTD-2139B15.2"	"CTD-2139B15.2"	1.21348187150848	0.950138276579507	-0.263343594928977	584	248	310	114	0.530821917808219	0.459677419354839	0.07156495202835	0.0687836166080165	0.0197372617589189	0.0103205268417108	0.0467567037556904	"NA"	NA
"RLF"	"RLF"	0.423368490483613	0.539780901414586	0.116412410930973	584	248	78	48	0.133561643835616	0.193548387096774	0.0355449706350431	0.0341100106123812	0.0398035033288115	0.0103211716937005	0.0467567037556904	"NA"	NA
"SLC15A4"	"SLC15A4"	0.548532925795983	0.29286634420077	-0.255666581595214	584	248	104	30	0.178082191780822	0.120967741935484	0.0515428982656475	0.0496938809588722	0.0273407124676105	0.0103275633030767	0.0467683436626373	"NA"	NA
"KIAA1468"	"KIAA1468"	0.117090301335948	0.168827433071265	0.051737131735317	584	248	25	20	0.0428082191780822	0.0806451612903226	0.0413974527582617	0.0427829273316659	0.0319795553620214	0.0103903270106931	0.0470351614142955	"NA"	NA
"PCMT1"	"PCMT1"	0.591617127495822	0.734934337335608	0.143317209839785	584	248	93	56	0.159246575342466	0.225806451612903	0.0284142683134154	0.0293288935990718	0.0467535240677055	0.0104104370715547	0.0471087677542692	"NA"	NA
"SNX17"	"SNX17"	0.675721495997757	0.797117717132252	0.121396221134495	584	248	101	60	0.172945205479452	0.241935483870968	0.0272300038864741	0.0270668347453475	0.0507304901122586	0.0104228595434495	0.047147545054953	"NA"	NA
"TIE1"	"TIE1"	0.0643589472925333	0.152116426883236	0.0877574795907028	584	248	17	15	0.0291095890410959	0.0604838709677419	0.0505287107308423	0.0465541934702979	0.0295376102302899	0.0104359460595635	0.0471892963728084	"NA"	NA
"PPP2R5C"	"PPP2R5C"	0.599276343012839	0.763068589306261	0.163792246293422	584	248	116	66	0.198630136986301	0.266129032258065	0.0391516132107709	0.0350040591308558	0.0393958819416054	0.0104617449617663	0.0472884785194577	"NA"	NA
"C18orf21"	"C18orf21"	0.375992765127902	0.527273139417626	0.151280374289724	584	248	69	43	0.118150684931507	0.173387096774194	0.04295003614655	0.03531219834077	0.0390868706177968	0.0104698295115563	0.0473075457545801	"NA"	NA
"ZSCAN9"	"ZSCAN9"	0.138768857961679	0.26424855160031	0.125479693638631	584	248	24	19	0.0410958904109589	0.0766129032258065	0.0517132663508265	0.0401387356229974	0.034443706904924	0.0104848657181658	0.0473579981275293	"NA"	NA
"RP11-47A8.5"	"RP11-47A8.5"	0.55344886372408	0.656677736062894	0.103228872338814	584	248	93	56	0.159246575342466	0.225806451612903	0.0284142683134154	0.0293288935990718	0.0473825979146001	0.0105319370452864	0.0475530559727398	"NA"	NA
"RIC8A"	"RIC8A"	0.202137878853314	0.261345915995937	0.0592080371426229	584	248	34	25	0.0582191780821918	0.100806451612903	0.0412090241980654	0.037818692550589	0.0368326638594278	0.0105535376769393	0.0476330088583655	"NA"	NA
"COMMD7"	"COMMD7"	2.59083701514696	2.93971818036473	0.348881165217778	584	248	313	159	0.535958904109589	0.641129032258065	0.00644585249711564	0.00584589049767528	0.239279042858685	0.010591904178177	0.047788547022188	"NA"	NA
"VMAC"	"VMAC"	0.0167663140452179	0.0962650023036645	0.0794986882584465	584	248	5	7	0.00856164383561644	0.0282258064516129	0.0631388172749392	0.0500516291782984	0.0283068946720778	0.0107101340524751	0.0483041652289294	"NA"	NA
"GIMAP1"	"GIMAP1"	0.259249851677899	0.111796207323621	-0.147453644354278	584	248	44	9	0.0753424657534247	0.0362903225806452	0.0506323597862971	0.0425414324246026	0.0333205046225845	0.0107146978803281	0.0483069429858862	"NA"	NA
"XXbac-B135H6.15"	"XXbac-B135H6.15"	0.0259679759368983	0.10379250794581	0.0778245320089119	584	248	5	7	0.00856164383561644	0.0282258064516129	0.0631388172749392	0.0500516291782984	0.0286386419120292	0.0108189517929029	0.0487590033657312	"NA"	NA
"GBP2"	"GBP2"	0.350853252269608	0.501211634235438	0.150358381965831	584	248	57	37	0.0976027397260274	0.149193548387097	0.0423091264219694	0.0412113758396369	0.0348180323114051	0.0108286961595426	0.0487849507393824	"NA"	NA
"RP11-876N24.4"	"RP11-876N24.4"	0.00619568011905818	0.0641504846757138	0.0579548045566556	584	248	5	7	0.00856164383561644	0.0282258064516129	0.0631388172749392	0.0500516291782984	0.0287499658830678	0.0108554244009676	0.0488873658337284	"NA"	NA
"NRAS"	"NRAS"	0.388025863154527	0.549551094204742	0.161525231050216	584	248	75	46	0.128424657534247	0.185483870967742	0.0425636045322212	0.0406925573203154	0.0355058926941502	0.0108936477114685	0.0490414545244772	"NA"	NA
"ZNF302"	"ZNF302"	0.589551738015547	0.775488405382698	0.185936667367152	584	248	105	61	0.179794520547945	0.245967741935484	0.0366322579510861	0.0366497967407175	0.0394670734578248	0.0109043369939154	0.0490715216835412	"NA"	NA
"GOLPH3"	"GOLPH3"	0.959510005591507	1.16753115382308	0.208021148231575	584	248	158	86	0.270547945205479	0.346774193548387	0.0335152344611436	0.0304418724655562	0.0475902878319158	0.0109192253279148	0.049120456291311	"NA"	NA
"LRRC25"	"LRRC25"	0.0223308025858294	0.0877647659448583	0.0654339633590291	584	248	5	7	0.00856164383561644	0.0282258064516129	0.0631388172749392	0.0500516291782984	0.0289737320570047	0.010928670794329	0.0491385541444772	"NA"	NA
"SMARCA2"	"SMARCA2"	0.458367259816917	0.656527627777918	0.198160367961	584	248	84	50	0.143835616438356	0.201612903225806	0.0487555293886969	0.039836743777128	0.0364131601562795	0.0109312801880735	0.0491385541444772	"NA"	NA
"LDLRAD4"	"LDLRAD4"	0.116481884781242	0.19692037567317	0.0804384908919287	584	248	24	19	0.0410958904109589	0.0766129032258065	0.0517132663508265	0.0401387356229974	0.036234491190319	0.0109562740981694	0.0492328203691518	"NA"	NA
"ATG4C"	"ATG4C"	0.020173040937648	0.0809940366164082	0.0608209956787602	584	248	5	7	0.00856164383561644	0.0282258064516129	0.0631388172749392	0.0500516291782984	0.0291989957777015	0.0110023200194955	0.0493209243555126	"NA"	NA
"OAF"	"OAF"	0.338986941547472	0.411574578224766	0.0725876366772942	584	248	58	38	0.0993150684931507	0.153225806451613	0.0350535709197993	0.0323260749203622	0.0452232201612783	0.0110051394986254	0.0493209243555126	"NA"	NA
"CST7"	"CST7"	0.0797216763164054	0.167927663348149	0.0882059870317435	584	248	17	15	0.0291095890410959	0.0604838709677419	0.0505287107308423	0.0465541934702979	0.0314269426534551	0.0110127557076317	0.0493209243555126	"NA"	NA
"LZTFL1"	"LZTFL1"	0.0398932671578884	0	-0.0398932671578884	584	248	10	0	0.0171232876712329	0	0.0844458315885465	0.0381584039238434	0.0383506461616357	0.0110149976298117	0.0493209243555126	"NA"	NA
"ZSCAN25"	"ZSCAN25"	0.0535677590039075	0	-0.0535677590039076	584	248	10	0	0.0171232876712329	0	0.0844458315885465	0.0381584039238434	0.0383506461616357	0.0110149976298117	0.0493209243555126	"NA"	NA
"CHMP4C"	"CHMP4C"	0.0527985246688848	0	-0.0527985246688849	584	248	10	0	0.0171232876712329	0	0.0844458315885465	0.0381584039238434	0.0383506461616357	0.0110149976298117	0.0493209243555126	"NA"	NA
"BEST1"	"BEST1"	0.0620027153491949	0	-0.0620027153491949	584	248	10	0	0.0171232876712329	0	0.0844458315885465	0.0381584039238434	0.0383506461616357	0.0110149976298117	0.0493209243555126	"NA"	NA
"SLAIN1"	"SLAIN1"	0.0411171132461291	0	-0.041117113246129	584	248	10	0	0.0171232876712329	0	0.0844458315885465	0.0381584039238434	0.0383506461616357	0.0110149976298117	0.0493209243555126	"NA"	NA
"C22orf26"	"C22orf26"	0.0657476863913665	0	-0.0657476863913664	584	248	10	0	0.0171232876712329	0	0.0844458315885465	0.0381584039238434	0.0383506461616357	0.0110149976298117	0.0493209243555126	"NA"	NA
"DIDO1"	"DIDO1"	0.440036940843029	0.591795685453106	0.151758744610078	584	248	85	51	0.145547945205479	0.205645161290323	0.0411751682755539	0.0400176342255171	0.0365734251275343	0.0110161888087296	0.0493209243555126	"NA"	NA
"CSTF3"	"CSTF3"	0.164672767795689	0.284711677552798	0.120038909757108	584	248	35	25	0.0599315068493151	0.100806451612903	0.0525852429480459	0.0409305648506189	0.0358615909478772	0.0110439428735514	0.0494270976593911	"NA"	NA
"SRGAP2"	"SRGAP2"	0.0229505100350692	0.0780185956914141	0.055068085656345	584	248	5	7	0.00856164383561644	0.0282258064516129	0.0631388172749392	0.0500516291782984	0.0294257649519156	0.0110763735917264	0.0495360041185544	"NA"	NA
"GPR18"	"GPR18"	0.0189839675439463	0.0730274996066366	0.0540435320626904	584	248	5	7	0.00856164383561644	0.0282258064516129	0.0631388172749392	0.0500516291782984	0.0294257649519156	0.0110763735917264	0.0495360041185544	"NA"	NA
"ANGPT1"	"ANGPT1"	0.333085684730758	0.445023127543476	0.111937442812718	584	248	51	34	0.0873287671232877	0.137096774193548	0.0410575859082337	0.0336655998481759	0.0438131353243306	0.0110906390477646	0.0495714892683057	"NA"	NA
"RP11-556E13.1"	"RP11-556E13.1"	0.334736559110522	0.509526349602769	0.174789790492247	584	248	68	42	0.116438356164384	0.169354838709677	0.0512574873993234	0.0440861607184745	0.0334632734780195	0.0110924107238167	0.0495714892683057	"NA"	NA
"PACRGL"	"PACRGL"	0.0208252767587914	0.0618435541786512	0.0410182774198597	584	248	5	7	0.00856164383561644	0.0282258064516129	0.0631388172749392	0.0500516291782984	0.0295397165616979	0.011113552481709	0.049611611881135	"NA"	NA
"LEP"	"LEP"	0.0196587742130985	0.0703019453431303	0.0506431711300317	584	248	5	7	0.00856164383561644	0.0282258064516129	0.0631388172749392	0.0500516291782984	0.0295397165616979	0.011113552481709	0.049611611881135	"NA"	NA
"ZNF45"	"ZNF45"	0.022881234247925	0.0690520136573214	0.0461707794093964	584	248	5	7	0.00856164383561644	0.0282258064516129	0.0631388172749392	0.0500516291782984	0.0295397165616979	0.011113552481709	0.049611611881135	"NA"	NA
"RP11-288I21.1"	"RP11-288I21.1"	0.0323815057548844	0.097504022195725	0.0651225164408407	584	248	5	7	0.00856164383561644	0.0282258064516129	0.0631388172749392	0.0500516291782984	0.029768758795285	0.0111882154172244	0.0499266972447693	"NA"	NA
"GPAT2"	"GPAT2"	0.0806854332621634	0.176114775960461	0.0954293426982977	584	248	22	18	0.0376712328767123	0.0725806451612903	0.0481713448805269	0.0494878749435168	0.030137632823637	0.011197799368388	0.049951247929856	"NA"	NA
"HEATR5B"	"HEATR5B"	0.237011324114136	0.329177121734878	0.0921657976207417	584	248	49	33	0.0839041095890411	0.133064516129032	0.0404695483328528	0.041136231530227	0.0364207352947297	0.0112418067920189	0.0501292813072682	"NA"	NA
"TNRC6C"	"TNRC6C"	0.157585993516613	0.0502665282512697	-0.107319465265344	584	248	30	5	0.0513698630136986	0.0201612903225806	0.0625463634646066	0.0391269019721694	0.0383933829563017	0.0112678305472503	0.050227021703517	"NA"	NA
"ZBTB48"	"ZBTB48"	0.208757758186712	0.0722053732640853	-0.136552384922627	584	248	37	7	0.0633561643835616	0.0282258064516129	0.0572099392193816	0.0417361704796032	0.0360449971336062	0.0112819098430662	0.0502714671666998	"NA"	NA
"POM121"	"POM121"	0.599647243873192	0.32059526437724	-0.279051979495952	584	248	108	32	0.184931506849315	0.129032258064516	0.0614647169704308	0.0541303411781005	0.027810470456102	0.0112884745792775	0.0502824080640841	"NA"	NA
"C3orf65"	"C3orf65"	0.568365616165368	0.695572279968595	0.127206663803227	584	248	107	62	0.183219178082192	0.25	0.03609874041152	0.0305594255307056	0.0495469084056425	0.0113452141821757	0.0505167542696877	"NA"	NA
"TANC1"	"TANC1"	0.100560557783582	0.200928787032992	0.10036822924941	584	248	22	18	0.0376712328767123	0.0725806451612903	0.0481713448805269	0.0494878749435168	0.0306590245240671	0.0113655007675584	0.0505886749333736	"NA"	NA
"SRD5A1"	"SRD5A1"	0.0237251558923403	0.0563744162229864	0.0326492603306461	584	248	5	7	0.00856164383561644	0.0282258064516129	0.0631388172749392	0.0500516291782984	0.0304650694607401	0.011414659124721	0.0507890069273039	"NA"	NA
"NDST1"	"NDST1"	0.0282128757834859	0.0568276147534221	0.0286147389699363	584	248	5	7	0.00856164383561644	0.0282258064516129	0.0631388172749392	0.0500516291782984	0.0305824710851256	0.0114527597415904	0.0509215000719841	"NA"	NA
"MVB12B"	"MVB12B"	0.0271494259446904	0.0647033246587687	0.0375538987140784	584	248	5	7	0.00856164383561644	0.0282258064516129	0.0631388172749392	0.0500516291782984	0.0305824710851256	0.0114527597415904	0.0509215000719841	"NA"	NA
"INO80C"	"INO80C"	0.182556722133582	0.316488772973603	0.133932050840021	584	248	35	25	0.0599315068493151	0.100806451612903	0.0525852429480459	0.0409305648506189	0.0374419531809577	0.0114645416337641	0.050943450689485	"NA"	NA
"MIIP"	"MIIP"	0.355049717998801	0.413151674914729	0.0581019569159282	584	248	64	41	0.10958904109589	0.165322580645161	0.0357075032579334	0.030234787745804	0.0506948802587984	0.0114660234716281	0.050943450689485	"NA"	NA
"TC2N"	"TC2N"	0.0811599674533154	0.152664155550198	0.071504188096883	584	248	17	15	0.0291095890410959	0.0604838709677419	0.0505287107308423	0.0465541934702979	0.0330277451266592	0.0114973246881067	0.051063979994074	"NA"	NA
"TIPIN"	"TIPIN"	0.100998334583024	0.137496165828946	0.036497831245921	584	248	24	19	0.0410958904109589	0.0766129032258065	0.0517132663508265	0.0401387356229974	0.0383337983278683	0.0115043858626941	0.0510768016748638	"NA"	NA
"MINA"	"MINA"	0.0241646287102676	0.0574567158201029	0.0332920871098352	584	248	5	7	0.00856164383561644	0.0282258064516129	0.0631388172749392	0.0500516291782984	0.0308184403991364	0.0115292712546306	0.0511341941379289	"NA"	NA
"LPHN1"	"LPHN1"	0.0325320862549727	0.0745296011554815	0.0419975149005087	584	248	5	7	0.00856164383561644	0.0282258064516129	0.0631388172749392	0.0500516291782984	0.0308184403991364	0.0115292712546306	0.0511341941379289	"NA"	NA
"ZNF232"	"ZNF232"	0.0939260106978286	0.189842278527956	0.0959162678301271	584	248	22	18	0.0376712328767123	0.0725806451612903	0.0481713448805269	0.0494878749435168	0.0311881435703236	0.0115352390151302	0.0511341941379289	"NA"	NA
"MAPKAP1"	"MAPKAP1"	0.158115990023415	0.22630707004157	0.0681910800181547	584	248	29	22	0.0496575342465753	0.0887096774193548	0.0465924473888469	0.0394015230654091	0.0391901610243829	0.0115398810726836	0.0511341941379289	"NA"	NA
"ACBD3"	"ACBD3"	0.874283856744532	1.08251393161185	0.208230074867322	584	248	145	80	0.248287671232877	0.32258064516129	0.033884154249691	0.032760586572382	0.0471440810984172	0.0115419247628712	0.0511341941379289	"NA"	NA
"HSD17B11"	"HSD17B11"	0.442739550853774	0.600228019842374	0.1574884689886	584	248	81	49	0.138698630136986	0.19758064516129	0.0418260328198693	0.0368187164877131	0.0419498360496438	0.0115423867447662	0.0511341941379289	"NA"	NA
"ZNF37A"	"ZNF37A"	0.160788700165788	0.28350210373607	0.122713403570283	584	248	31	23	0.0530821917808219	0.092741935483871	0.0488172090860052	0.0444723137423901	0.0348526516937647	0.0115775836041751	0.0512715573581926	"NA"	NA
"ROGDI"	"ROGDI"	0.411571399942869	0.498977572423038	0.0874061724801691	584	248	72	45	0.123287671232877	0.181451612903226	0.0358616231600145	0.0295872121355986	0.0524109668262164	0.0115822177643668	0.0512735226355976	"NA"	NA
"FAM24B"	"FAM24B"	0.0627752060544959	0.113425430787795	0.0506502247332989	584	248	17	15	0.0291095890410959	0.0604838709677419	0.0505287107308423	0.0465541934702979	0.0333404459277495	0.0115915530767664	0.0512777452810245	"NA"	NA
"NDRG3"	"NDRG3"	0.0943365962647734	0.168980162808052	0.0746435665432792	584	248	17	15	0.0291095890410959	0.0604838709677419	0.0505287107308423	0.0465541934702979	0.0333404459277495	0.0115915530767664	0.0512777452810245	"NA"	NA
"VOPP1"	"VOPP1"	0.204489252282866	0.104491810251882	-0.0999974420309848	584	248	44	9	0.0753424657534247	0.0362903225806452	0.0506323597862971	0.0425414324246026	0.0365327147768779	0.0116045943922588	0.0513168836225797	"NA"	NA
"TMEM222"	"TMEM222"	0.217844361457567	0.245017904121392	0.0271735426638249	584	248	39	28	0.0667808219178082	0.112903225806452	0.0359873356624513	0.03574823650013	0.0435747096313297	0.0116276445878981	0.0514002381421682	"NA"	NA
"A1BG"	"A1BG"	0.52146298811814	0.754821552384636	0.233358564266496	584	248	92	54	0.157534246575342	0.217741935483871	0.0467297845364157	0.0459349539480035	0.0339530582101741	0.011640010969319	0.0514363214953365	"NA"	NA
"RNFT1"	"RNFT1"	0.106313247754678	0.153514032857903	0.0472007851032243	584	248	24	19	0.0410958904109589	0.0766129032258065	0.0517132663508265	0.0401387356229974	0.0388744957429979	0.0116447997265678	0.0514389059401747	"NA"	NA
"OBSCN"	"OBSCN"	0.0432434262960144	0.0715969837596103	0.0283535574635958	584	248	5	7	0.00856164383561644	0.0282258064516129	0.0631388172749392	0.0500516291782984	0.0312950715933045	0.0116835407169108	0.0515839140074143	"NA"	NA
"PDLIM7"	"PDLIM7"	0.183523397880417	0.270435788557981	0.086912390677564	584	248	42	29	0.0719178082191781	0.116935483870968	0.0465559412780411	0.0413442419855019	0.037895460977573	0.0116860583220458	0.0515839140074143	"NA"	NA
"YLPM1"	"YLPM1"	0.217325279787424	0.295771116707337	0.0784458369199135	584	248	40	28	0.0684931506849315	0.112903225806452	0.045447524592563	0.0379023780364562	0.0414478677674988	0.0117132675183648	0.0516853737305128	"NA"	NA
"GPN1"	"GPN1"	0.408061823339469	0.574893391415584	0.166831568076115	584	248	65	41	0.111301369863014	0.165322580645161	0.0429708126716335	0.0403239749157028	0.039182358449289	0.0117714475117525	0.0519233712162233	"NA"	NA
"PROSER1"	"PROSER1"	0.163985021986315	0.272592984897412	0.108607962911097	584	248	35	25	0.0599315068493151	0.100806451612903	0.0525852429480459	0.0409305648506189	0.0386823229321814	0.0117927359091913	0.0519985284990502	"NA"	NA
"LYRM5"	"LYRM5"	0.237763754634653	0.367607094944019	0.129843340309366	584	248	48	32	0.0821917808219178	0.129032258064516	0.0490923143218425	0.0400304315815758	0.0395986862563945	0.0118047490236384	0.0520327482180257	"NA"	NA
"MAL"	"MAL"	0.290179608249234	0.433685495101709	0.143505886852475	584	248	42	29	0.0719178082191781	0.116935483870968	0.0465559412780411	0.0413442419855019	0.0383796752424594	0.0118152316467509	0.0520601996505739	"NA"	NA
"PIK3C3"	"PIK3C3"	0.120742125019652	0.223302579083047	0.102560454063394	584	248	22	18	0.0376712328767123	0.0725806451612903	0.0481713448805269	0.0494878749435168	0.0322013819534839	0.0118590462554975	0.0522344456379651	"NA"	NA
"RIPK1"	"RIPK1"	0.149886272281651	0.29407767277548	0.14419140049383	584	248	33	24	0.0565068493150685	0.0967741935483871	0.0508102533689356	0.0499195475040323	0.0321196572645862	0.0119222793833927	0.0524940664034522	"NA"	NA
"SRP19"	"SRP19"	0.298702303497771	0.379801898334986	0.0810995948372149	584	248	59	38	0.101027397260274	0.153225806451613	0.0425729466341023	0.0341341854219277	0.0471469401368272	0.0119603908084886	0.0526429287527579	"NA"	NA
"TTC37"	"TTC37"	0.122918529780555	0.248991492548382	0.126072962767827	584	248	26	20	0.0445205479452055	0.0806451612903226	0.0549000928169502	0.045933403849003	0.0351523639921254	0.0119947628247497	0.0527752311843357	"NA"	NA
